CVE_SUN,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,NOM_SUN,TIPO
149,05,Coahuila de Zaragoza,05003,Allende,050030001,Allende,Allende,3
150,05,Coahuila de Zaragoza,05009,Francisco I. Madero,050090001,Francisco I. Madero (Chávez),Francisco I. Madero (Chávez),3
151,05,Coahuila de Zaragoza,05020,Múzquiz,050200001,Ciudad Melchor Múzquiz,Ciudad Melchor Múzquiz,3
152,05,Coahuila de Zaragoza,05020,Múzquiz,050200093,Palaú,Palaú,3
153,05,Coahuila de Zaragoza,05024,Parras,050240001,Parras de la Fuente,Parras de la Fuente,3
154,05,Coahuila de Zaragoza,05028,Sabinas,050280001,Sabinas,Sabinas,3
155,05,Coahuila de Zaragoza,05031,San Buenaventura,050310001,San Buenaventura,San Buenaventura,3
156,05,Coahuila de Zaragoza,05033,San Pedro,050330001,San Pedro,San Pedro,3
157,07,Chiapas,07009,Arriaga,070090001,Arriaga,Arriaga,3
158,07,Chiapas,07015,Cacahoatán,070150001,Cacahoatán,Cacahoatán,3
159,07,Chiapas,07017,Cintalapa,070170001,Cintalapa de Figueroa,Cintalapa de Figueroa,3
160,07,Chiapas,07019,Comitán de Domínguez,070190001,Comitán de Domínguez,Comitán de Domínguez,3
161,07,Chiapas,07034,Frontera Comalapa,070340001,Frontera Comalapa,Frontera Comalapa,3
162,07,Chiapas,07040,Huixtla,070400001,Huixtla,Huixtla,3
163,07,Chiapas,07051,Mapastepec,070510001,Mapastepec,Mapastepec,3
164,07,Chiapas,07052,Las Margaritas,070520001,Las Margaritas,Las Margaritas,3
165,07,Chiapas,07057,Motozintla,070570001,Motozintla de Mendoza,Motozintla de Mendoza,3
166,07,Chiapas,07059,Ocosingo,070590001,Ocosingo,Ocosingo,3
167,07,Chiapas,07061,Ocozocoautla de Espinosa,070610001,Ocozocoautla de Espinosa,Ocozocoautla de Espinosa,3
168,07,Chiapas,07065,Palenque,070650001,Palenque,Palenque,3
169,07,Chiapas,07069,Pijijiapan,070690001,Pijijiapan,Pijijiapan,3
170,07,Chiapas,07074,Reforma,070740001,Reforma,Reforma,3
171,07,Chiapas,07075,Las Rosas,070750001,Las Rosas,Las Rosas,3
172,07,Chiapas,07078,San Cristóbal de las Casas,070780001,San Cristóbal de las Casas,San Cristóbal de las Casas,3
173,07,Chiapas,07086,Suchiapa,070860001,Suchiapa,Suchiapa,3
174,07,Chiapas,07094,Teopisca,070940001,Teopisca,Teopisca,3
175,07,Chiapas,07097,Tonalá,070970001,Tonalá,Tonalá,3
176,07,Chiapas,07106,Venustiano Carranza,071060001,Venustiano Carranza,Venustiano Carranza,3
177,07,Chiapas,07108,Villaflores,071080001,Villaflores,Villaflores,3
178,07,Chiapas,07109,Yajalón,071090001,Yajalón,Yajalón,3
179,08,Chihuahua,08011,Camargo,080110001,Santa Rosalía de Camargo,Santa Rosalía de Camargo,3
180,08,Chihuahua,08017,Cuauhtémoc,080170001,Cuauhtémoc,Cuauhtémoc,3
181,08,Chihuahua,08021,Delicias,080210001,Delicias,Delicias,3
182,08,Chihuahua,08032,Hidalgo del Parral,080320001,Hidalgo del Parral,Hidalgo del Parral,3
183,08,Chihuahua,08036,Jiménez,080360001,José Mariano Jiménez,José Mariano Jiménez,3
184,08,Chihuahua,08040,Madera,080400001,Madera,Madera,3
185,08,Chihuahua,08045,Meoqui,080450001,Pedro Meoqui,Pedro Meoqui,3
186,08,Chihuahua,08050,Nuevo Casas Grandes,080500001,Nuevo Casas Grandes,Nuevo Casas Grandes,3
187,08,Chihuahua,08052,Ojinaga,080520001,Manuel Ojinaga,Manuel Ojinaga,3
188,10,Durango,10005,Durango,100050001,Victoria de Durango,Victoria de Durango,3
189,10,Durango,10008,Guadalupe Victoria,100080001,Guadalupe Victoria,Guadalupe Victoria,3
190,10,Durango,10023,Pueblo Nuevo,100230001,El Salto,El Salto,3
191,10,Durango,10032,Santiago Papasquiaro,100320001,Santiago Papasquiaro,Santiago Papasquiaro,3
192,10,Durango,10038,Vicente Guerrero,100380001,Vicente Guerrero,Vicente Guerrero,3
193,11,Guanajuato,11001,Abasolo,110010001,Abasolo,Abasolo,3
194,11,Guanajuato,11002,Acámbaro,110020001,Acámbaro,Acámbaro,3
195,11,Guanajuato,11003,San Miguel de Allende,110030001,San Miguel de Allende,San Miguel de Allende,3
196,11,Guanajuato,11004,Apaseo el Alto,110040001,Apaseo El Alto,Apaseo El Alto,3
197,11,Guanajuato,11011,Cortazar,110110001,Cortazar,Cortazar,3
198,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,110140001,Dolores Hidalgo Cuna de la Independencia,Dolores Hidalgo Cuna de la Independencia,3
199,11,Guanajuato,11018,Jaral del Progreso,110180001,Jaral del Progreso,Jaral del Progreso,3
200,11,Guanajuato,11026,Romita,110260001,Romita,Romita,3
201,11,Guanajuato,11027,Salamanca,110270001,Salamanca,Salamanca,3
202,11,Guanajuato,11030,San Felipe,110300001,San Felipe,San Felipe,3
203,11,Guanajuato,11032,San José Iturbide,110320001,San José Iturbide,San José Iturbide,3
204,11,Guanajuato,11035,Santa Cruz de Juventino Rosas,110350001,Juventino Rosas,Juventino Rosas,3
205,11,Guanajuato,11042,Valle de Santiago,110420001,Valle de Santiago,Valle de Santiago,3
206,11,Guanajuato,11046,Yuriria,110460001,Yuriria,Yuriria,3
207,12,Guerrero,12007,Arcelia,120070001,Arcelia,Arcelia,3
208,12,Guerrero,12012,Ayutla de los Libres,120120001,Ayutla de los Libres,Ayutla de los Libres,3
209,12,Guerrero,12028,Chilapa de Álvarez,120280001,Chilapa de Álvarez,Chilapa de Álvarez,3
210,12,Guerrero,12034,Huitzuco de los Figueroa,120340001,Ciudad de Huitzuco,Ciudad de Huitzuco,3
211,12,Guerrero,12035,Iguala de la Independencia,120350001,Iguala de la Independencia,Iguala de la Independencia,3
212,12,Guerrero,12038,Zihuatanejo de Azueta,120380001,Zihuatanejo,Zihuatanejo,3
213,12,Guerrero,12046,Ometepec,120460001,Ometepec,Ometepec,3
214,12,Guerrero,12048,Petatlán,120480001,Petatlán,Petatlán,3
215,12,Guerrero,12055,Taxco de Alarcón,120550001,Taxco de Alarcón,Taxco de Alarcón,3
216,12,Guerrero,12058,Teloloapan,120580001,Teloloapan,Teloloapan,3
217,12,Guerrero,12061,Tixtla de Guerrero,120610001,Tixtla de Guerrero,Tixtla de Guerrero,3
218,12,Guerrero,12066,Tlapa de Comonfort,120660001,Tlapa de Comonfort,Tlapa de Comonfort,3
219,12,Guerrero,12075,Eduardo Neri,120750001,Zumpango Del Río,Zumpango Del Río,3
220,13,Hidalgo,13008,Apan,130080001,Apan,Apan,3
221,13,Hidalgo,13081,Zacualtipán de Ángeles,130810001,Zacualtipán,Zacualtipán,3
222,14,Jalisco,14003,Ahualulco de Mercado,140030001,Ahualulco de Mercado,Ahualulco de Mercado,3
223,14,Jalisco,14006,Ameca,140060001,Ameca,Ameca,3
224,14,Jalisco,14008,Arandas,140080001,Arandas,Arandas,3
225,14,Jalisco,14013,Atotonilco el Alto,140130001,Atotonilco el Alto,Atotonilco el Alto,3
226,14,Jalisco,14015,Autlán de Navarro,140150001,Autlán de Navarro,Autlán de Navarro,3
227,14,Jalisco,14022,Cihuatlán,140220001,Cihuatlán,Cihuatlán,3
228,14,Jalisco,14023,Zapotlán el Grande,140230001,Ciudad Guzmán,Ciudad Guzmán,3
229,14,Jalisco,14030,Chapala,140300001,Chapala,Chapala,3
230,14,Jalisco,14035,Encarnación de Díaz,140350001,Encarnación de Díaz,Encarnación de Díaz,3
231,14,Jalisco,14037,El Grullo,140370001,El Grullo,El Grullo,3
232,14,Jalisco,14046,Jalostotitlán,140460001,Jalostotitlán,Jalostotitlán,3
233,14,Jalisco,14047,Jamay,140470001,Jamay,Jamay,3
234,14,Jalisco,14053,Lagos de Moreno,140530001,Lagos de Moreno,Lagos de Moreno,3
235,14,Jalisco,14055,Magdalena,140550001,Magdalena,Magdalena,3
236,14,Jalisco,14073,San Juan de los Lagos,140730001,San Juan de los Lagos,San Juan de los Lagos,3
237,14,Jalisco,14078,San Miguel el Alto,140780001,San Miguel el Alto,San Miguel el Alto,3
238,14,Jalisco,14082,Sayula,140820001,Sayula,Sayula,3
239,14,Jalisco,14083,Tala,140830001,Tala,Tala,3
240,14,Jalisco,14085,Tamazula de Gordiano,140850001,Tamazula de Gordiano,Tamazula de Gordiano,3
241,14,Jalisco,14091,Teocaltiche,140910001,Teocaltiche,Teocaltiche,3
242,14,Jalisco,14093,Tepatitlán de Morelos,140930001,Tepatitlán de Morelos,Tepatitlán de Morelos,3
243,14,Jalisco,14094,Tequila,140940001,Tequila,Tequila,3
244,14,Jalisco,14108,Tuxpan,141080001,Tuxpan,Tuxpan,3
245,14,Jalisco,14116,Villa Hidalgo,141160001,Villa Hidalgo,Villa Hidalgo,3
246,14,Jalisco,14119,Zacoalco de Torres,141190001,Zacoalco de Torres,Zacoalco de Torres,3
247,14,Jalisco,14121,Zapotiltic,141210001,Zapotiltic,Zapotiltic,3
248,14,Jalisco,14124,Zapotlanejo,141240001,Zapotlanejo,Zapotlanejo,3
249,15,México,15040,Ixtapan de la Sal,150400001,Ixtapan de la Sal,Ixtapan de la Sal,3
250,15,México,15082,Tejupilco,150820001,Tejupilco de Hidalgo,Tejupilco de Hidalgo,3
251,15,México,15110,Valle de Bravo,151100001,Valle de Bravo,Valle de Bravo,3
252,16,Michoacán de Ocampo,16006,Apatzingán,160060001,Apatzingán de la Constitución,Apatzingán de la Constitución,3
253,16,Michoacán de Ocampo,16009,Ario,160090001,Ario de Rosales,Ario de Rosales,3
254,16,Michoacán de Ocampo,16034,Hidalgo,160340001,Ciudad Hidalgo,Ciudad Hidalgo,3
255,16,Michoacán de Ocampo,16038,Huetamo,160380001,Huetamo de Núñez,Huetamo de Núñez,3
256,16,Michoacán de Ocampo,16045,Jiquilpan,160450001,Jiquilpan de Juárez,Jiquilpan de Juárez,3
257,16,Michoacán de Ocampo,16050,Maravatío,160500001,Maravatío de Ocampo,Maravatío de Ocampo,3
258,16,Michoacán de Ocampo,16055,Múgica,160550001,Nueva Italia de Ruiz,Nueva Italia de Ruiz,3
259,16,Michoacán de Ocampo,16065,Paracho,160650001,Paracho de Verduzco,Paracho de Verduzco,3
260,16,Michoacán de Ocampo,16066,Pátzcuaro,160660001,Pátzcuaro,Pátzcuaro,3
261,16,Michoacán de Ocampo,16068,Peribán,160680001,Peribán de Ramos,Peribán de Ramos,3
262,16,Michoacán de Ocampo,16071,Puruándiro,160710001,Puruándiro,Puruándiro,3
263,16,Michoacán de Ocampo,16075,Los Reyes,160750001,Los Reyes de Salgado,Los Reyes de Salgado,3
264,16,Michoacán de Ocampo,16076,Sahuayo,160760001,Sahuayo de Morelos,Sahuayo de Morelos,3
265,16,Michoacán de Ocampo,16082,Tacámbaro,160820001,Tacámbaro de Codallos,Tacámbaro de Codallos,3
266,16,Michoacán de Ocampo,16085,Tangancícuaro,160850001,Tangancícuaro de Arista,Tangancícuaro de Arista,3
267,16,Michoacán de Ocampo,16089,Tepalcatepec,160890001,Tepalcatepec,Tepalcatepec,3
268,16,Michoacán de Ocampo,16107,Zacapu,161070001,Zacapu,Zacapu,3
269,17,Morelos,17003,Axochiapan,170030001,Axochiapan,Axochiapan,3
270,17,Morelos,17017,Puente de Ixtla,170170001,Puente de Ixtla,Puente de Ixtla,3
271,17,Morelos,17017,Puente de Ixtla,170170009,Xoxocotla,Xoxocotla,3
272,17,Morelos,17031,Zacatepec,170310001,Zacatepec de Hidalgo,Zacatepec de Hidalgo,3
273,18,Nayarit,18001,Acaponeta,180010001,Acaponeta,Acaponeta,3
274,18,Nayarit,18004,Compostela,180040001,Compostela,Compostela,3
275,18,Nayarit,18006,Ixtlán del Río,180060001,Ixtlán del Río,Ixtlán del Río,3
276,18,Nayarit,18015,Santiago Ixcuintla,180150001,Santiago Ixcuintla,Santiago Ixcuintla,3
277,19,Nuevo León,19004,Allende,190040001,Ciudad de Allende,Ciudad de Allende,3
278,19,Nuevo León,19005,Anáhuac,190050001,Anáhuac,Anáhuac,3
279,19,Nuevo León,19012,Ciénega de Flores,190120001,Ciénega de Flores,Ciénega de Flores,3
280,19,Nuevo León,19025,General Zuazua,190250284,Fraccionamiento Real Palmas,Fraccionamiento Real Palmas,3
281,19,Nuevo León,19033,Linares,190330001,Linares,Linares,3
282,19,Nuevo León,19038,Montemorelos,190380001,Montemorelos,Montemorelos,3
283,19,Nuevo León,19044,Sabinas Hidalgo,190440001,Ciudad Sabinas Hidalgo,Ciudad Sabinas Hidalgo,3
284,19,Nuevo León,19047,Hidalgo,190470001,Hidalgo,Hidalgo,3
285,20,Oaxaca,20014,Ciudad Ixtepec,200140001,Ciudad Ixtepec,Ciudad Ixtepec,3
286,20,Oaxaca,20039,Heroica Ciudad de Huajuapan de León,200390001,Heroica Ciudad de Huajuapan de León,Heroica Ciudad de Huajuapan de León,3
287,20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,200430001,Heroica Ciudad de Juchitán de Zaragoza,Heroica Ciudad de Juchitán de Zaragoza,3
288,20,Oaxaca,20044,Loma Bonita,200440001,Loma Bonita,Loma Bonita,3
289,20,Oaxaca,20059,Miahuatlán de Porfirio Díaz,200590001,Miahuatlán de Porfirio Díaz,Miahuatlán de Porfirio Díaz,3
290,20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,203970001,Heroica Ciudad de Tlaxiaco,Heroica Ciudad de Tlaxiaco,3
291,20,Oaxaca,20413,Santa María Huatulco,204130078,Crucecita,Crucecita,3
292,20,Oaxaca,20482,Santiago Pinotepa Nacional,204820001,Santiago Pinotepa Nacional,Santiago Pinotepa Nacional,3
293,21,Puebla,21003,Acatlán,210030001,Acatlán de Osorio,Acatlán de Osorio,3
294,21,Puebla,21019,Atlixco,210190001,Atlixco,Atlixco,3
295,21,Puebla,21045,Chalchicomula de Sesma,210450001,Ciudad Serdán,Ciudad Serdán,3
296,21,Puebla,21085,Izúcar de Matamoros,210850001,Izúcar de Matamoros,Izúcar de Matamoros,3
297,21,Puebla,21094,Libres,210940001,Ciudad de Libres,Ciudad de Libres,3
298,21,Puebla,21142,San Salvador el Seco,211420001,San Salvador el Seco,San Salvador el Seco,3
299,21,Puebla,21197,Xicotepec,211970001,Xicotepec de Juárez,Xicotepec de Juárez,3
300,21,Puebla,21214,Zinacatepec,212140001,San Sebastián Zinacatepec,San Sebastián Zinacatepec,3
301,22,Querétaro,22016,San Juan del Río,220160001,San Juan del Río,San Juan del Río,3
302,22,Querétaro,22017,Tequisquiapan,220170001,Tequisquiapan,Tequisquiapan,3
303,23,Quintana Roo,23001,Cozumel,230010001,Cozumel,Cozumel,3
304,23,Quintana Roo,23002,Felipe Carrillo Puerto,230020001,Felipe Carrillo Puerto,Felipe Carrillo Puerto,3
305,23,Quintana Roo,23008,Solidaridad,230080001,Playa del Carmen,Playa del Carmen,3
306,23,Quintana Roo,23009,Tulum,230090001,Tulum,Tulum,3
307,24,San Luis Potosí,24005,Cárdenas,240050001,Cárdenas,Cárdenas,3
308,24,San Luis Potosí,24013,Ciudad Valles,240130001,Ciudad Valles,Ciudad Valles,3
309,24,San Luis Potosí,24016,Ebano,240160001,Ébano,Ébano,3
310,24,San Luis Potosí,24020,Matehuala,240200001,Matehuala,Matehuala,3
311,24,San Luis Potosí,24025,Salinas,240250001,Salinas de Hidalgo,Salinas de Hidalgo,3
312,24,San Luis Potosí,24037,Tamazunchale,240370001,Tamazunchale,Tamazunchale,3
313,24,San Luis Potosí,24040,Tamuín,240400001,Tamuín,Tamuín,3
314,25,Sinaloa,25001,Ahome,250010001,Los Mochis,Los Mochis,3
315,25,Sinaloa,25006,Culiacán,250060001,Culiacán Rosales,Culiacán Rosales,3
316,25,Sinaloa,25006,Culiacán,250060312,Costa Rica,Costa Rica,3
317,25,Sinaloa,25008,Elota,250080001,La Cruz,La Cruz,3
318,25,Sinaloa,25009,Escuinapa,250090001,Escuinapa de Hidalgo,Escuinapa de Hidalgo,3
319,25,Sinaloa,25011,Guasave,250110001,Guasave,Guasave,3
320,25,Sinaloa,25011,Guasave,250110132,Gabriel Leyva Solano (Benito Juárez),Gabriel Leyva Solano (Benito Juárez),3
321,25,Sinaloa,25012,Mazatlán,250120001,Mazatlán,Mazatlán,3
322,25,Sinaloa,25014,Rosario,250140001,El Rosario,El Rosario,3
323,25,Sinaloa,25015,Salvador Alvarado,250150001,Guamúchil,Guamúchil,3
324,25,Sinaloa,25018,Navolato,250180001,Navolato,Navolato,3
325,25,Sinaloa,25018,Navolato,250180374,Licenciado Benito Juárez (Campo Gobierno),Licenciado Benito Juárez (Campo Gobierno),3
326,26,Sonora,26002,Agua Prieta,260020001,Agua Prieta,Agua Prieta,3
327,26,Sonora,26017,Caborca,260170001,Heroica Caborca,Heroica Caborca,3
328,26,Sonora,26019,Cananea,260190001,Heroica Ciudad de Cananea,Heroica Ciudad de Cananea,3
329,26,Sonora,26030,Hermosillo,260300001,Hermosillo,Hermosillo,3
330,26,Sonora,26030,Hermosillo,260300343,Miguel Alemán (La Doce),Miguel Alemán (La Doce),3
331,26,Sonora,26033,Huatabampo,260330001,Huatabampo,Huatabampo,3
332,26,Sonora,26036,Magdalena,260360001,Magdalena de Kino,Magdalena de Kino,3
333,26,Sonora,26042,Navojoa,260420001,Navojoa,Navojoa,3
334,26,Sonora,26043,Nogales,260430001,Heroica Nogales,Heroica Nogales,3
335,26,Sonora,26048,Puerto Peñasco,260480001,Puerto Peñasco,Puerto Peñasco,3
336,26,Sonora,26055,San Luis Río Colorado,260550001,San Luis Río Colorado,San Luis Río Colorado,3
337,27,Tabasco,27003,Centla,270030001,Frontera,Frontera,3
338,27,Tabasco,27006,Cunduacán,270060001,Cunduacán,Cunduacán,3
339,27,Tabasco,27007,Emiliano Zapata,270070001,Emiliano Zapata,Emiliano Zapata,3
340,27,Tabasco,27008,Huimanguillo,270080001,Huimanguillo,Huimanguillo,3
341,27,Tabasco,27010,Jalpa de Méndez,270100001,Jalpa de Méndez,Jalpa de Méndez,3
342,27,Tabasco,27016,Teapa,270160001,Teapa,Teapa,3
343,27,Tabasco,27017,Tenosique,270170001,Tenosique de Pino Suárez,Tenosique de Pino Suárez,3
344,28,Tamaulipas,28021,El Mante,280210001,Ciudad Mante,Ciudad Mante,3
345,28,Tamaulipas,28025,Miguel Alemán,280250001,Ciudad Miguel Alemán,Ciudad Miguel Alemán,3
346,28,Tamaulipas,28035,San Fernando,280350001,San Fernando,San Fernando,3
347,28,Tamaulipas,28040,Valle Hermoso,280400001,Valle Hermoso,Valle Hermoso,3
348,28,Tamaulipas,28041,Victoria,280410001,Ciudad Victoria,Ciudad Victoria,3
349,29,Tlaxcala,29006,Calpulalpan,290060001,Calpulalpan,Calpulalpan,3
350,30,Veracruz de Ignacio de la Llave,30010,Altotonga,300100001,Altotonga,Altotonga,3
351,30,Veracruz de Ignacio de la Llave,30032,Catemaco,300320001,Catemaco,Catemaco,3
352,30,Veracruz de Ignacio de la Llave,30034,Cerro Azul,300340001,Cerro Azul,Cerro Azul,3
353,30,Veracruz de Ignacio de la Llave,30047,Coscomatepec,300470001,Coscomatepec de Bravo,Coscomatepec de Bravo,3
354,30,Veracruz de Ignacio de la Llave,30061,Las Choapas,300610001,Las Choapas,Las Choapas,3
355,30,Veracruz de Ignacio de la Llave,30071,Huatusco,300710001,Huatusco de Chicuellar,Huatusco de Chicuellar,3
356,30,Veracruz de Ignacio de la Llave,30077,Isla,300770001,Isla,Isla,3
357,30,Veracruz de Ignacio de la Llave,30092,Xico,300920001,Xico,Xico,3
358,30,Veracruz de Ignacio de la Llave,30097,Lerdo de Tejada,300970001,Lerdo de Tejada,Lerdo de Tejada,3
359,30,Veracruz de Ignacio de la Llave,30109,Misantla,301090001,Misantla,Misantla,3
360,30,Veracruz de Ignacio de la Llave,30128,Perote,301280001,Perote,Perote,3
361,30,Veracruz de Ignacio de la Llave,30141,San Andrés Tuxtla,301410001,San Andrés Tuxtla,San Andrés Tuxtla,3
362,30,Veracruz de Ignacio de la Llave,30143,Santiago Tuxtla,301430001,Santiago Tuxtla,Santiago Tuxtla,3
363,30,Veracruz de Ignacio de la Llave,30155,Tantoyuca,301550001,Tantoyuca,Tantoyuca,3
364,30,Veracruz de Ignacio de la Llave,30174,Tierra Blanca,301740001,Tierra Blanca,Tierra Blanca,3
365,30,Veracruz de Ignacio de la Llave,30183,Tlapacoyan,301830001,Tlapacoyan,Tlapacoyan,3
366,30,Veracruz de Ignacio de la Llave,30207,Tres Valles,302070001,Tres Valles,Tres Valles,3
367,31,Yucatán,31038,Hunucmá,310380001,Hunucmá,Hunucmá,3
368,31,Yucatán,31040,Izamal,310400001,Izamal,Izamal,3
369,31,Yucatán,31052,Motul,310520001,Motul de Carrillo Puerto,Motul de Carrillo Puerto,3
370,31,Yucatán,31056,Oxkutzcab,310560001,Oxkutzcab,Oxkutzcab,3
371,31,Yucatán,31058,Peto,310580001,Peto,Peto,3
372,31,Yucatán,31079,Tekax,310790001,Tekax de Álvaro Obregón,Tekax de Álvaro Obregón,3
373,31,Yucatán,31089,Ticul,310890001,Ticul,Ticul,3
374,31,Yucatán,31096,Tizimín,310960001,Tizimín,Tizimín,3
375,31,Yucatán,31102,Valladolid,311020001,Valladolid,Valladolid,3
376,32,Zacatecas,32005,Calera,320050001,Víctor Rosales,Víctor Rosales,3
377,32,Zacatecas,32020,Jerez,320200001,Jerez de García Salinas,Jerez de García Salinas,3
378,32,Zacatecas,32022,Juan Aldama,320220001,Juan Aldama,Juan Aldama,3
379,32,Zacatecas,32024,Loreto,320240001,Loreto,Loreto,3
380,32,Zacatecas,32034,Nochistlán de Mejía,320340001,Nochistlán de Mejía,Nochistlán de Mejía,3
381,32,Zacatecas,32036,Ojocaliente,320360001,Ojocaliente,Ojocaliente,3
382,32,Zacatecas,32039,Río Grande,320390001,Río Grande,Río Grande,3
383,32,Zacatecas,32042,Sombrerete,320420001,Sombrerete,Sombrerete,3
384,32,Zacatecas,32048,Tlaltenango de Sánchez Román,320480001,Tlaltenango de Sánchez Román,Tlaltenango de Sánchez Román,3
